Product_ID,Name,Category,Sub-category,Supplier_ID,Cost,Product Specifications,Ratings,Reviews
P00423,Artisan Bread Maker Advanced,Home Goods,Kitchen Appliances,SUP14,159.99,"Multiple settings, Gluten-free options, 3 lb loaf",4.8,"More features, perfect for baking enthusiasts"
P00424,Fitness Smartwatch Pro,Sports,Technology,SUP52,179.99,"Heart rate, GPS, Advanced metrics, Waterproof",4.9,"More features, highly accurate"
P00425,Artisan Coffee Mug,Home Goods,Kitchenware,SUP49,19.99,"Ceramic, Hand-painted, 16 oz",4.7,Artistic and larger capacity
P00426,LED Desk Lamp Plus,Office,Accessories,SUP21,44.99,"Dimmable, USB charging, Color temperature control",4.8,"More features, customizable lighting"
P00427,Organic Dog Food Plus,Pets,Food,SUP23,49.99,"Chicken, Grain-free, 25 lb",4.9,Healthier and more satisfying
P00428,Acoustic Guitar Premium,Music,Instruments,SUP51,249.99,"Wooden, Enhanced sound quality, Full size",5.0,"Superior sound, professional quality"
P00429,Performance Running Shoes,Sports,Footwear,SUP34,79.99,"Breathable, Enhanced support, Size 9-11",4.8,Improved design for athletes
P00430,Advanced Drone with Camera,Electronics,Drones,SUP83,299.99,"4K video, 30min flight time, Stabilization",4.9,"Superior footage, longer flights"
P00431,Expedition Travel Backpack,Outdoor,Gear,SUP45,89.99,"50L, Laptop compartment, Durable material",4.8,"More capacity, designed for adventurers"
P00432,Summer Linen Dress Plus,Clothing,Women's Wear,SUP31,59.99,"Linen, Breathable, Size S-L",4.7,"More sizes, perfect for summer"
P00433,Wireless Keyboard Pro,Electronics,Accessories,SUP28,39.99,"Wireless, Ergonomic, Long battery life",4.8,"Enhanced comfort, longer use"
P00434,Professional Cookware Set,Home Goods,Cookware,SUP46,199.99,"12-piece, Induction compatible, Stainless steel",4.9,"Chef quality, more pieces"
P00435,Luxury Table Lamp,Home Goods,Decor,SUP24,79.99,"Porcelain base, Silk shade, Dimmable",4.7,"Elegant design, ambient lighting"
P00436,Extreme Camping Sleeping Bag,Outdoor,Camping,SUP45,59.99,"-20°F, Waterproof, Lightweight",4.8,"For extreme conditions, ultra-warm"
P00437,Aromatherapy Body Wash,Personal Care,Hygiene,SUP07,14.99,"500ml, Essential oils, Multiple scents",4.9,"Relaxing, variety of scents"
P00438,Road and Trail Hybrid Bicycle,Sports,Cycling,SUP80,349.99,"24-speed, Dual-purpose tires, Aluminum frame",4.8,Versatile for all terrains
P00439,Aged Gourmet Cheese Deluxe,Grocery,Dairy,SUP36,12.99,"Aged Cheddar, 12 oz, Premium selection",5.0,"Exceptional taste, artisan quality"
P00440,Wide-Mouth Juicer,Home Goods,Kitchen Appliances,SUP14,69.99,"700W, 3-speed, Larger chute",4.7,"Faster juicing, more capacity"
P00441,Collector's Edition Graphic Novel,Books,Comics,SUP48,29.99,"Hardcover, Signed, 250 pages",4.9,"Exclusive content, collectible"
P00442,Luxury Silk Scarf,Fashion,Accessories,SUP31,34.99,"100% Silk, Designer patterns",4.8,"High-end fashion, exquisite designs"
P00443,Advanced Water Filter Pitcher,Home Goods,Kitchenware,SUP49,39.99,"12 cup, Alkaline water, BPA-free",4.7,"Healthier water, larger capacity"
P00444,Mountain Bike Compact,Sports,Cycling,SUP34,359.99,"24-inch, 18-speed",4.6,Compact and agile ride
P00445,Wireless Mouse Mini,Electronics,Accessories,SUP11,19.99,"Compact, USB rechargeable",4.4,Small and convenient
P00446,Travel Hair Dryer,Beauty,Hair Care,SUP07,49.99,"Ionic, 1200W, Compact",4.5,"Portable, efficient drying"
P00447,Citrus Fruit Blender,Home Goods,Kitchen Appliances,SUP14,29.99,"400W, 0.7L capacity",4.3,Ideal for citrus fruits
P00448,Organic Cotton Polo Shirt,Clothing,Men's Wear,SUP31,34.99,"Polo style, Sizes M-L",4.5,Classic and sustainable
P00449,Tactical Flashlight,Outdoor,Equipment,SUP06,19.99,"LED, 300 lumens, Waterproof",4.8,Versatile and rugged
P00450,Yoga Leggings,Fashion,Activewear,SUP77,34.99,"Stretchable, High-waist, Sizes S-L",4.7,"Ideal for yoga, comfortable"
P00451,Electric Kettle with Infuser,Home Goods,Kitchenware,SUP46,39.99,"1.7L, Infusion basket",4.6,Perfect for tea lovers
P00452,Wi-Fi Smart Thermostat,Electronics,Smart Home,SUP39,219.99,"Wi-Fi, Remote control, Energy reports",4.9,"Advanced features, energy-efficient"
P00453,Expandable Travel Suitcase,Travel,Luggage,SUP36,99.99,"Hardshell, 28 inches, Expandable",4.7,"More space, still durable"
P00454,Leather Loafers,Fashion,Footwear,SUP56,69.99,"Genuine leather, Sizes 9-12",4.6,Comfortable and stylish
P00455,Solar Power Bank,Electronics,Power Banks,SUP28,24.99,"12000mAh, Solar charging",4.7,"Eco-friendly, reliable"
P00456,Organic Baby Cereal,Grocery,Baby Products,SUP08,3.49,"Whole grain, 6 months+",4.8,"Nutritious, easy to prepare"
P00457,Handheld Vacuum Cleaner,Home Goods,Appliances,SUP40,129.99,"Compact, Cordless",4.6,Handy for quick cleanups
P00458,Aviator Sunglasses,Fashion,Accessories,SUP44,89.99,"UV protection, Metal frame",4.7,"Classic design, UV protection"
P00459,Compact Drone,Electronics,Drones,SUP83,299.99,"720p, 15min flight time",4.7,"Portable, good for beginners"
P00460,Manual Espresso Maker,Home Goods,Kitchen Appliances,SUP14,149.99,"Hand-operated, No electricity required",4.6,"Authentic experience, portable"
P00461,Lightweight Camping Cookware,Outdoor,Cooking,SUP45,39.99,"Non-stick, Ultra-light",4.6,"Easy to carry, efficient cooking"
P00462,Wired Gaming Keyboard,Electronics,Peripherals,SUP11,49.99,"Mechanical, Anti-ghosting keys",4.7,Reliable and responsive for gaming
P00463,Training Boxing Gloves,Sports,Boxing,SUP80,24.99,"Padded, 10 oz, Ventilation",4.5,"Ideal for training, breathable"
P00464,Luxury Skin Care Set,Beauty,Skin Care,SUP47,69.99,"Premium ingredients, Cleanser, Toner, Moisturizer",4.8,"Luxurious, effective treatment"
P00465,Wall Clock Vintage,Home Goods,Decor,SUP49,34.99,"14-inch, Classic design",4.6,"Timeless elegance, precise"
P00466,Wireless Headphones Studio,Electronics,Audio,SUP26,69.99,"Studio quality, Noise-canceling, Over-ear",4.8,"Professional sound, ultra-comfortable"
P00467,Advanced Fitness Tracker,Sports,Technology,SUP52,79.99,"Heart rate, Sleep, Oxygen levels",4.9,Comprehensive health tracking
P00468,Professional Digital Camera,Electronics,Photography,SUP32,299.99,"24MP, 10x zoom, Wi-Fi",4.8,"Pro-level photography, user-friendly"
P00469,Fashion Sneakers,Fashion,Footwear,SUP56,59.99,"Leather, Sizes 7-11",4.7,Chic and comfortable
P00470,Rapid Boil Kettle,Home Goods,Kitchen Appliances,SUP14,29.99,"2L, Auto shut-off, Temperature control",4.6,"Fast, efficient, precise"
P00471,Limited Edition Graphic Tee,Clothing,Casual Wear,SUP31,24.99,"Organic cotton, Artist collaboration",4.7,"Exclusive design, eco-friendly"
P00472,Performance Yoga Pants,Sports,Apparel,SUP81,44.99,"High-stretch, Moisture-wicking, S-L",4.8,"Enhanced fit, for intense yoga"
P00473,Premium Robotic Vacuum,Home Goods,Appliances,SUP40,299.99,"Smart mapping, App control, Auto-empty",4.9,"Advanced cleaning, hands-free"
P00474,All-Terrain Hiking Boots,Outdoor,Footwear,SUP45,99.99,"Waterproof, Breathable, Sizes 8-12",4.8,"Rugged, comfortable for all hikes"
P00475,Multi-Function Hand Mixer,Home Goods,Kitchen Appliances,SUP14,29.99,"7-speed, Attachments, Dough hooks",4.7,"Versatile, for all baking needs"
P00476,Smart LED Night Light,Home Goods,Lighting,SUP21,14.99,"Motion sensor, Color changing",4.8,"Customizable, child-friendly"
P00477,Gaming Laptop,Electronics,Computers,SUP28,1199.99,"32GB RAM, 1TB SSD, High-performance GPU",4.9,Powerful gaming experience
P00478,Organic Body Butter,Beauty,Skin Care,SUP07,19.99,"Rich formula, 300ml",4.7,"Ultra-hydrating, luxurious feel"
P00479,Outdoor Bluetooth Speaker,Electronics,Audio,SUP26,79.99,"Rugged, Waterproof, Long battery life",4.8,Perfect for outdoor adventures
P00480,Trail Running Shoes,Sports,Footwear,SUP34,89.99,"Grip sole, Waterproof, Sizes 6-9",4.9,Secure and comfortable on trails
P00481,Professional Cookware Set,Home Goods,Cookware,SUP46,149.99,"Stainless steel, 5-piece, Induction",4.8,"Chef-grade, versatile"
P00482,Explorer's Travel Guide,Books,Travel,SUP48,24.99,"Hardcover, 400 pages, Off-the-beaten-path",4.9,"Adventure inspiring, detailed"
P00483,High-Speed Electric Scooter,Outdoor,Transport,SUP80,349.99,"20 mph, 20-mile range, Foldable",4.8,"Fast, portable, eco-friendly"
P00484,Elegant Watch Deluxe,Fashion,Accessories,SUP94,109.99,"Gold-plated, Quartz movement",4.7,Luxurious and precise
P00485,Advanced Car Diagnostic Tool,Automotive,Tools,SUP95,69.99,"OBD2, Wi-Fi connectivity",4.8,Comprehensive and easy to use
P00486,Organic Trail Mix Deluxe,Food,Snacks,SUP96,9.99,"Nuts, Seeds, Berries, 16 oz",4.7,"Enhanced mix, more energy"
P00487,Outdoor Lounge Chair Premium,Home Goods,Furniture,SUP97,129.99,"Adjustable, Memory foam",4.6,"Ultimate comfort, premium material"
P00488,Professional Baseball Glove Pro,Sports,Equipment,SUP98,79.99,"Premium leather, 13-inch",4.8,"Pro level, extra durable"
P00489,Hi-Fi Speaker System Pro,Electronics,Audio,SUP99,249.99,"Wireless, Surround sound",4.9,"Superior sound, advanced features"
P00490,Luxury Aromatherapy Diffuser,Home Goods,Wellness,SUP100,49.99,"Wood finish, Essential oil variety",4.7,"Elegant design, therapeutic"
P00491,Executive Modern Office Chair,Home Goods,Furniture,SUP40,199.99,"High-back, Leather, Adjustable",4.5,"Premium comfort, stylish design"
P00492,Solar Power Bank Pro,Tech,Sustainable Tech,SUP41,69.99,"20000mAh, Solar and USB charging",4.7,"Higher capacity, versatile"
P00493,Luxury Car Seat Covers,Auto,Accessories,SUP42,89.99,"Leather, Custom fit",4.4,Elegant and protective
P00494,Organic Dog Food Plus,Pets,Food,SUP43,44.99,"Grain-free, Beef flavor, 25 lb",4.8,"More flavors, loved by pets"
P00495,Designer Sunglasses Limited Edition,Fashion,Accessories,SUP44,159.99,"Signature design, UV400 protection",4.6,Exclusive and protective
P00496,Rechargeable Camping Lantern,Outdoor,Gear,SUP45,34.99,"Solar-powered, USB charging",4.7,"Eco-friendly, longer-lasting"
P00497,Professional Stainless Steel Cookware,Home Goods,Kitchenware,SUP46,119.99,"Non-stick, Oven and dishwasher safe",4.8,"Chef's choice, durable"
P00498,Premium Luxury Makeup Kit,Beauty,Cosmetics,SUP47,109.99,"Complete set, Designer brands",4.9,"Luxury collection, flawless finish"
P00499,Inspirational Memoir Special Edition,Books,Non-Fiction,SUP48,24.99,"Signed copy, Exclusive content",4.6,Inspiring and unique
P00500,Large Decorative Vase,Home Decor,Decor,SUP49,59.99,"Ceramic, 18-inch, Hand-painted",4.8,"Statement piece, exquisite"
P00501,Smart Bluetooth Alarm Clock,Home Goods,Accessories,SUP50,39.99,"Voice control, Wireless charging",4.7,"Advanced features, stylish"
P00502,Deluxe Acoustic Guitar,Music,Instruments,SUP51,249.99,"Solid wood, Enhanced acoustics",4.9,"Superior sound, premium build"
P00503,Advanced Exercise Bike,Sports,Fitness Equipment,SUP52,329.99,"Interactive training, Heart rate monitor",4.8,"Gym-quality, immersive experience"
P00504,Wireless Charging Pad Pro,Office,Tech,SUP53,49.99,"Fast charge, Multi-device",4.6,"Efficient, sleek design"
P00505,Premium Organic Honey,Grocery,Food Items,SUP54,11.99,"Raw, Unfiltered, 24 oz",4.9,"Richer taste, natural benefits"
P00506,Power Drill Set Pro,Tools,Hardware,SUP55,119.99,"Cordless, Multiple bits, Extra battery",4.8,"High performance, long-lasting"
P00507,Casual T-Shirt Designer Edition,Clothing,Tops,SUP56,29.99,"Premium cotton, Designer prints",4.7,"Exclusive designs, extra comfort"
P00508,High-End Gaming Laptop,Electronics,Computers,SUP57,1699.99,"32GB RAM, 1TB SSD, RTX GPU",5.0,"Ultimate gaming, cutting-edge tech"
P00509,Professional Watercolor Paint Set,Arts,Craft Materials,SUP58,34.99,"24 colors, Professional brushes",4.7,"Artist quality, rich colors"
P00510,Power Tool Ultimate Combo Kit,Home Solutions,DIY Tools,SUP59,199.99,"Drill, Saw, Sander, Grinder",4.8,"All-in-one, high efficiency"
P00511,Decorative Garden Statue,Outdoor,Decor,SUP60,69.99,"Bronze finish, Weather-resistant",4.6,Elegant and long-lasting
P00512,Performance Leggings Pro,Sports,Fitness Gear,SUP61,49.99,"Compression, Thermal, Sizes S-L",4.7,"Advanced fabric, enhanced performance"
P00513,Professional Chef's Knife Pro,Kitchenware,Cooking Tools,SUP62,79.99,"Damascus steel, 10-inch",4.9,"Top chef's choice, ultra-sharp"
P00514,Luxury Fabric Sewing Kit,Crafts,Sewing Supplies,SUP63,49.99,"Premium fabrics, Complete set",4.8,"Designer fabrics, comprehensive"
P00515,Advanced Herb Growing Kit,Gardening,Plants,SUP64,49.99,"Smart system, Automated watering",4.7,"High-tech, greater yields"
P00516,Eco-Friendly Multi-Surface Cleaner,Cleaning,Household Tools,SUP65,16.99,"Biodegradable, 64 oz",4.6,"More eco-friendly, effective"
P00517,Smart Fitness Tracker Pro,Tech,Gadgets,SUP66,69.99,"Blood oxygen, Stress monitoring",4.8,"Next-gen features, sleek design"
P00518,Educational Wooden Puzzle Toy,Toys,Games,SUP67,19.99,"3D, Eco-friendly",4.7,"Enhanced learning, safe materials"
P00519,Large Hammock with Stand,Leisure,Outdoor,SUP68,119.99,"Cotton canvas, Adjustable stand",4.8,"Extra comfort, versatile setup"
P00520,High-Power Cordless Leaf Blower,Tools,Workshop Equipment,SUP69,129.99,"Battery-powered, Turbo mode",4.7,"More power, efficient clearing"
P00521,Premium Organic Protein Powder,Food,Health Products,SUP70,39.99,"Plant-based, Multiple flavors",4.8,"Superior taste, health benefits"
P00522,Executive Ergonomic Office Chair,Office,Technology,SUP71,179.99,"High-back, Memory foam",4.6,"Ultimate support, luxury feel"
P00523,Luxury Cat Scratching Post,Pets,Pet Toys,SUP72,49.99,"Solid wood, Premium sisal",4.7,"Stylish, long-lasting"
P00524,High-End Portable Bluetooth Speaker,Electronics,Sound Systems,SUP73,79.99,"360 sound, Voice assistant",4.9,"Superior sound, advanced features"
P00525,Performance Running Shoes,Fashion,Athletic Wear,SUP74,89.99,"Energy return, Sizes 8-13",4.8,"High-tech cushioning, extra support"
P00526,Gourmet Chocolate Deluxe Snacks,Food,Confectionery,SUP75,17.99,"Artisanal, Gift box",4.9,"Exquisite taste, luxury gift"
P00527,Advanced Tea Infuser Set,Kitchenware,Brewing Equipment,SUP76,29.99,"Temperature control, Timer",4.7,"Perfect brew, sophisticated"
P00528,Kitchen Knife Set Pro,Home Goods,Cookware,SUP14,99.99,"Stainless steel, 8-piece, Chef's choice",4.8,Ultra-sharp and versatile
P00529,High-End Gaming Mouse,Electronics,Peripherals,SUP11,69.99,"Ultra precision, Customizable RGB",4.9,"Top performance, ergonomic"
P00530,Sports Water Bottle Advanced,Sports,Fitness,SUP52,19.99,"1.5L, Insulated, Leak-proof",4.7,Longer temperature retention
P00531,Professional Digital SLR Camera,Electronics,Photography,SUP32,699.99,"36MP, Wide-angle lens",4.9,"Superior quality, advanced features"
P00532,Executive Leather Wallet,Fashion,Accessories,SUP31,49.99,"Premium leather, RFID blocking",4.8,Elegant and secure
P00533,Children's Interactive Storybook,Books,Children,SUP48,14.99,"Illustrated, Sound effects",4.9,"Engaging, educational, fun"
P00534,Luxury Silk Bed Sheets Set,Home Goods,Bedding,SUP02,149.99,"King size, 100% silk, High thread count",4.8,"Ultimate comfort, elegance"
P00535,Professional Hand Blender,Home Goods,Kitchen Appliances,SUP14,49.99,"Multi-speed, Stainless steel, Accessories",4.7,"More powerful, versatile use"
P00536,Smart LED Desk Lamp,Home Goods,Lighting,SUP21,59.99,"Adjustable, App control, Color changing",4.8,"Innovative, customizable lighting"
P00537,All-Weather Running Jacket,Sports,Apparel,SUP80,79.99,"Waterproof, Breathable, Reflective",4.9,Perfect for all conditions
P00538,Advanced Bluetooth Tracker,Electronics,Accessories,SUP05,34.99,"Key finder, Distance alarm",4.8,"Longer range, more features"
P00539,High-Efficiency Air Purifier,Home Goods,Appliances,SUP39,179.99,"HEPA filter, Smart sensor",4.9,"More powerful, smart features"
P00540,Luxury Solar-Powered Watch,Fashion,Watches,SUP94,249.99,"Solar, Titanium, Water-resistant",5.0,"Sophisticated, eco-conscious design"
P00541,Premium Aromatherapy Diffuser,Home Goods,Wellness,SUP47,49.99,"Ultrasonic, Color changing, Timer",4.8,"Enhanced features, stylish"
P00542,Deluxe Hammock with Stand,Outdoor,Camping,SUP45,119.99,"Cotton canvas, Larger size",4.9,"Extra comfort, stylish design"
P00543,Professional Electric Juicer,Home Goods,Kitchen Appliances,SUP14,69.99,"1000W, 3-speed, Wide chute",4.7,"Faster, more efficient"
P00544,Ultra HD 4K Smart TV,Electronics,Televisions,SUP01,999.99,"65-inch, HDR10, Smart platform",4.9,"Bigger screen, stunning visuals"
P00545,Professional Acoustic Guitar,Music,Instruments,SUP51,199.99,"Concert size, Premium wood",4.8,"Exceptional sound, craftsmanship"
P00546,Advanced Wireless Mouse,Electronics,Peripherals,SUP11,29.99,"Ergonomic, Multi-device connection",4.7,"Seamless switching, comfortable"
P00547,Luxury Leather Briefcase,Fashion,Bags,SUP31,179.99,"Fine leather, Multiple compartments",4.9,"Spacious, sophisticated design"
P00548,Advanced Fitness Tracker,Sports,Fitness,SUP52,79.99,"Heart rate, GPS, SpO2 monitor",4.8,Comprehensive health tracking
P00549,Eco Smart Bulb,Electronics,Smart Lighting,SUP101,29.99,"Energy-efficient, WiFi-enabled",4.5,Bright and easy to control
P00550,Artists' Paint Set,Arts & Crafts,Art Supplies,SUP102,49.99,"Watercolors, 24 colors",4.6,"Rich colors, great for artists"
P00551,Healthy Protein Bar,Food,Health Snacks,SUP103,2.99,"Nut-free, 20g protein",4.7,Tasty and filling
P00552,Travel Backpack,Outdoor,Adventure Gear,SUP104,59.99,"Waterproof, 40L capacity",4.5,Durable and spacious
P00553,Elegant Fountain Pen,Office,Writing Instruments,SUP105,39.99,"Fine nib, refillable",4.8,"Smooth writing, stylish design"
P00554,Educational Board Game,Toys & Games,Board Games,SUP106,24.99,"Ages 7+, Strategy game",4.6,Fun and educational for kids
P00555,Artisanal Cheese Selection,Food,Gourmet Foods,SUP107,19.99,"Assorted flavors, 500g",4.7,"Delicious variety, high quality"
P00556,Solar Power Charger,Tech,Eco-Friendly Tech,SUP108,34.99,"Portable, 10000mAh",4.6,"Eco-friendly, efficient charging"
P00557,Organic Herbal Tea,Food,Herbal Teas,SUP109,12.99,"Caffeine-free, Assorted flavors",4.5,Relaxing and aromatic
P00558,Bluetooth Earphones,Electronics,Mobile Accessories,SUP110,49.99,"Wireless, Noise-cancelling",4.7,"Great sound, comfortable fit"
P00559,LED Desk Lamp,Office,Smart Lighting,SUP101,45.99,"Adjustable, Touch control",4.8,Bright and energy-efficient
P00560,Craft Kit for Kids,Arts & Crafts,Craft Kits,SUP102,29.99,"Ages 5+, DIY projects",4.7,Creative and fun
P00561,Nutritional Energy Bar,Food,Health Snacks,SUP103,3.49,"Gluten-free, 15g protein",4.6,Healthy and energizing
P00562,Outdoor Sleeping Bag,Outdoor,Adventure Gear,SUP104,69.99,"Lightweight, 0-degree rating",4.7,Warm and comfortable
P00563,Professional Sketchbook,Office,Art Supplies,SUP105,14.99,"A4, 120gsm paper",4.6,"High quality, perfect for artists"
P00564,Interactive Puzzle Game,Toys & Games,Kids' Toys,SUP106,19.99,"Age 8+, Brain teasers",4.7,Challenging and fun
P00565,Handmade Chocolate Box,Food,Artisanal Products,SUP107,25.99,"Assorted, 250g",4.8,Delicious and unique flavors
P00566,Eco-Friendly Smartwatch,Tech,Sustainable Gadgets,SUP108,149.99,"Solar-powered, Fitness tracking",4.5,Innovative and practical
P00567,Detox Herbal Blend,Food,Natural Supplements,SUP109,9.99,"Organic, Loose-leaf",4.6,Cleansing and refreshing
P00568,Compact Power Bank,Electronics,Consumer Electronics,SUP110,39.99,"5000mAh, Dual USB",4.4,Portable and reliable
P00569,Smart LED Strip,Electronics,Smart Lighting,SUP101,35.99,"Color changing, App control",4.7,Versatile and fun lighting option
P00570,Drawing Pencil Set,Arts & Crafts,Art Supplies,SUP102,22.99,"Graphite, 12 grades",4.8,Perfect for sketching
P00571,Granola Bars Box,Food,Health Snacks,SUP103,5.99,"Oats and honey, Box of 10",4.5,Healthy and tasty snack
P00572,Hiking Tent,Outdoor,Adventure Gear,SUP104,89.99,"2-person, Waterproof",4.6,Lightweight and easy to set up
P00573,Executive Diary,Office,Office Supplies,SUP105,19.99,"Leather cover, A5",4.7,Elegant and functional
P00574,Toy Building Blocks,Toys & Games,Kids' Toys,SUP106,34.99,"Colorful, Ages 3-6",4.8,Encourages creativity
P00575,Gourmet Olive Oil,Food,Artisanal Products,SUP107,16.99,"Extra virgin, 500ml",4.6,"Rich flavor, high quality"
P00576,Portable Solar Lamp,Tech,Eco-Friendly Tech,SUP108,29.99,"Rechargeable, LED",4.7,Convenient for outdoor use
P00577,Calming Herbal Tea,Food,Herbal Teas,SUP109,10.99,"Lavender, Loose-leaf",4.5,Soothing and aromatic
P00578,Wireless Charging Stand,Electronics,Mobile Accessories,SUP110,55.99,"Fast charge, Compatible with various devices",4.6,Convenient and sleek
P00579,Eco Smart Bulb Pro,Electronics,Smart Lighting,SUP101,39.99,"Energy-efficient, RGB, WiFi-enabled",4.7,Enhanced brightness and color options
P00580,Professional Artists' Paint Set,Arts & Crafts,Art Supplies,SUP102,69.99,"Watercolors, 36 colors, Premium",4.8,"Richer colors, excellent for professionals"
P00581,Healthy Protein Bar Plus,Food,Health Snacks,SUP103,3.49,"Nut-free, 25g protein, Fiber enriched",4.8,"Extra protein and fiber, still tasty"
P00582,Travel Backpack XL,Outdoor,Adventure Gear,SUP104,79.99,"Waterproof, 60L capacity, Extra pockets",4.6,More spacious and versatile
P00583,Luxury Fountain Pen,Office,Writing Instruments,SUP105,59.99,"Fine gold nib, refillable, Elegant design",4.9,"Exceptionally smooth writing, luxurious feel"
P00584,Educational Board Game Advanced,Toys & Games,Board Games,SUP106,34.99,"Ages 10+, Strategy and Logic",4.7,"More challenging, great for older kids"
P00585,Artisanal Cheese Selection Deluxe,Food,Gourmet Foods,SUP107,29.99,"Premium assortment, 750g",4.9,"Superior quality and variety, gourmet selection"
P00586,Solar Power Charger Plus,Tech,Eco-Friendly Tech,SUP108,44.99,"Portable, 15000mAh, Solar and USB charging",4.8,"More capacity, dual charging options"
P00587,Premium Organic Herbal Tea,Food,Herbal Teas,SUP109,15.99,"Caffeine-free, Rare blends, Loose-leaf",4.7,"Exotic flavors, highly relaxing"
P00588,Bluetooth Earphones Pro,Electronics,Mobile Accessories,SUP110,69.99,"True Wireless, Active Noise-cancelling",4.9,"Superior sound, advanced noise cancellation"
P00589,LED Desk Lamp Pro,Office,Smart Lighting,SUP101,55.99,"Adjustable, Dimmable, Touch and App control",4.9,"Advanced features, more lighting options"
P00590,Complete Craft Kit for Kids,Arts & Crafts,Craft Kits,SUP102,39.99,"Ages 6+, Multiple DIY projects",4.8,"More creative options, fun for kids"
P00591,Ultimate Nutritional Energy Bar,Food,Health Snacks,SUP103,4.29,"Gluten-free, 30g protein, Energy boost",4.7,"High protein, extra energy for athletes"
P00592,Expedition Hiking Tent,Outdoor,Adventure Gear,SUP104,109.99,"4-person, Waterproof, Lightweight",4.8,"Spacious, ideal for family trips"
P00593,Artist's Professional Sketchbook,Office,Art Supplies,SUP105,19.99,"A3, 180gsm, Premium paper",4.7,"Larger size, excellent for detailed sketches"
P00594,Brain Teaser Puzzle Game,Toys & Games,Kids' Toys,SUP106,24.99,"Age 10+, Advanced challenges",4.8,"More complex puzzles, intellectually stimulating"
P00595,Luxury Handmade Chocolate Box,Food,Artisanal Products,SUP107,35.99,"Premium selection, 500g, Gift box",4.9,"Exceptional taste, perfect for gifting"
P00596,Advanced Eco-Friendly Smartwatch,Tech,Sustainable Gadgets,SUP108,199.99,"Solar-powered, Health monitoring, GPS",4.6,"More features, health and fitness focused"
P00597,Specialty Herbal Tea Blend,Food,Natural Supplements,SUP109,13.99,"Organic, Wellness blend, Loose-leaf",4.7,"Specialty herbs, more health benefits"
P00598,High-Capacity Power Bank,Electronics,Consumer Electronics,SUP110,59.99,"10000mAh, Fast charging, Dual USB",4.5,"Higher capacity, rapid charge"
P00599,Smart LED Ceiling Light,Electronics,Smart Lighting,SUP101,65.99,"Dimmable, Color changing, Remote control",4.8,"Enhanced lighting, smart home compatible"
P00600,Deluxe Drawing Pencil Set,Arts & Crafts,Art Supplies,SUP102,34.99,"Graphite, Charcoal, 24 grades",4.9,"Wider range, ideal for all artists"
P00601,Super Granola Bars Box,Food,Health Snacks,SUP103,7.99,"Mixed nuts, Seeds, Honey, Box of 20",4.6,"More in a box, great value"
P00602,Advanced Hiking Tent,Outdoor,Adventure Gear,SUP104,129.99,"3-person, All-weather, Extra durable",4.7,"Higher weather resistance, more space"
P00603,Premium Executive Diary,Office,Office Supplies,SUP105,29.99,"Genuine leather, A4, Lined",4.8,"More luxurious, professional appearance"
